subject_id,redcap_event_name,rabbit_weight,transfusion_date,bld_volume,transf_vol,exclude,exclusion_reason,damp_ld_info,damp_gtt_info,damp_ld_5min,damp_ld_4_hrs,braintissue_vol_5min,braintissue_vol_4hr,total_damp_5min,total_damp_4hr,m_vol_5min,m_vol_4hr,bld_vol_5min,bld_vol_4hr,time,map,bpm,body_temp,ph,pc02,po2,lac,wbc,rbc,hgb,hct,plt,ggt,ast,alt,amy,ldh,crea,bun,glu,tg,r_min,k_min,angle_deg,ma_mm,fluids_and_drugs_data_acredit_complete,baseline_data_complete,baseline_data_c_dbb1_complete,clinical_vitals_complete,abg_complete,cbc_complete,cmp_complete,coagteg_complete
B-B 15,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 15,fourth_bleed_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 15,1h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 15,24h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 15,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 16,baseline_arm_2,1.61,2023-03-23,45.08,45.08,0,,,,,,,,,,,,,,07:45,73,228,,7,34,74,2,5,5,12,39,174,8,54,54,231,87,0,13,137,82,,,,,2,2,,2,2,2,2,0
B-B 16,eos_arm_2,,,,,,,,,,,,,,,,,,,,29,275,,7,34,92,6,4,3,8,25,182,,,,,,,,,,,,,,,,,2,2,2,0,0
B-B 16,eor_arm_2,,,,,,,,,,,,,,,,,,,,59,229,,7,42,81,6,5,4,9,29,170,8,56,51,196,149,0,19,267,105,,,,,,,,2,2,2,2,0
B-B 16,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:11,61,245,,7,36,108,4,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 16,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:11,71,286,,7,34,102,2,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 16,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,14:11,68,275,,7,37,88,1,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 16,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,15:11,69,256,,7,34,94,0,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 16,1h_arm_2,,,,,,,,,,,,,,,,,,,15:21,70,265,,7,35,88,0,6,4,9,31,202,8,153,74,211,306,0,24,124,108,,,,,,,,2,2,2,2,0
B-B 16,24h_arm_2,,,,,,,,,,,,,,,,,,,23:11,85,295,,7,37,74,1,7,4,10,32,252,8,141,180,493,259,0,18,147,192,,,,,,,,2,2,2,2,0
B-B 16,48h_arm_2,,,,,,,,,,,,,,,,,,,23:11,81,246,,7,55,34,7,7,4,10,32,340,8,33,160,430,60,0,14,158,182,,,,,,,,2,2,2,2,0
B-B 17,baseline_arm_2,1.7,2023-03-24,47.6,47.6,0,,,,,,,,,,,,,,,69,,,7,29,85,1,5,6,13,40,173,10,232,135,185,125,0,11,122,148,,,,,2,2,,2,2,2,2,0
B-B 17,eos_arm_2,,,,,,,,,,,,,,,,,,,,36,,,7,9,118,17,3,5,10,30,175,,,,,,,,,,,,,,,,,2,2,2,0,0
B-B 17,eor_arm_2,,,,,,,,,,,,,,,,,,,,68,,,7,20,118,17,7,6,11,36,257,10,650,407,246,933,0,23,223,97,,,,,,,,2,2,2,2,0
B-B 17,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,,58,,,7,18,113,10,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 17,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,,57,,,7,20,109,5,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 17,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,,53,,,7,20,102,3,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 17,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,,70,,,7,23,101,3,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 17,1h_arm_2,,,,,,,,,,,,,,,,,,,,77,,,7,24,102,3,5,5,11,35,206,13,650,650,227,878,0,27,161,129,,,,,,,,2,2,2,2,0
B-B 17,24h_arm_2,,,,,,,,,,,,,,,,,,,,66,,,7,27,91,1,5,6,12,39,239,26,650,650,360,1200,0,40,152,228,,,,,,,,2,2,2,2,0
B-B 17,48h_arm_2,,,,,,,,,,,,,,,,,,,,65,,,7,32,84,1,6,5,10,34,257,27,650,650,800,672,0,25,134,384,,,,,,,,2,2,2,2,0
B-B 18,baseline_arm_2,1.63,2026-03-30,51.3,51.3,1,Died Early,,,,,,,,,,,,,07:55,92,264,,,,,2,9,5,13,38,196,,,,,,,,,,,,,,2,2,,2,2,2,0,0
B-B 18,eos_arm_2,,,,,,,,,,,,,,,,,,,10:13,40,295,,,,,10,6,3,7,21,170,,,,,,,,,,,,,,,,,2,2,2,0,0
B-B 18,eor_arm_2,,,,,,,,,,,,,,,,,,,10:23,56,289,,,,,11,8,4,9,38,112,,,,,,,,,,,,,,,,,2,2,2,0,0
B-B 18,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,11:23,71,289,,7,37,71,9,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 18,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:23,70,294,,7,39,91,7,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 18,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:23,80,297,,7,38,93,7,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 18,fourth_bleed_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 18,1h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,11,31,103,,,,,,,,,,,,,,,,,0,0,2,0,0
B-B 18,24h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,12,34,151,,,,,,,,,,,,,,,,,0,0,2,0,0
B-B 18,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 19,baseline_arm_2,1.7,2026-04-01,53.5,53.5,0,,,,,,,,,,,,,,07:30,28,268,,7,38,87,1,9,5,13,38,196,8,66,62,238,348,0,11,153,128,,,,,2,2,,2,2,2,2,0
B-B 19,eos_arm_2,,,,,,,,,,,,,,,,,,,09:50,62,176,,7,31,98,16,6,3,7,21,170,7,96,60,191,355,0,20,442,288,,,,,,,,2,2,2,2,0
B-B 19,eor_arm_2,,,,,,,,,,,,,,,,,,,10:00,97,241,,7,34,67,13,8,4,9,28,112,7,98,62,218,291,0,23,397,277,,,,,,,,2,2,2,2,0
B-B 19,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,11:05,76,281,,7,36,108,8,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 19,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:00,94,289,,7,37,92,4,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 19,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:00,80,289,,7,39,88,2,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 19,fourth_bleed_arm_2,,,,,,,,,,,,,,,,,,,14:00,89,284,,7,37,97,2,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 19,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,14:30,82,289,,7,38,85,2,8,4,11,31,103,6,304,151,236,826,0,15,146,221,,,,,,,,2,2,2,2,0
B-B 19,24h_arm_2,,,,,,,,,,,,,,,,,,,10:00,90,299,,7,34,89,2,6,5,12,34,151,5,413,258,347,686,0,23,189,456,,,,,,,,2,2,2,2,0
B-B 19,48h_arm_2,,,,,,,,,,,,,,,,,,,08:30,76,291,,7,37,82,2,,,,,,6,389,286,455,671,0,26,161,609,,,,,,,,2,2,0,2,0
B-B 20,baseline_arm_2,1.65,2023-09-29,51.95,51.95,1,Non-stop screaming,,,,,,,,,,,,,06:00,62,279,,7,39,75,0,4,5,11,33,207,6,35,48,323,149,0,14,291,,6,1,50,63,2,2,,2,2,2,2,2
B-B 20,eos_arm_2,,,,,,,,,,,,,,,,,,,09:40,50,170,,7,44,69,5,5,3,7,21,160,2,59,47,359,191,0,15,305,205,6,1,69,62,,,,2,2,2,2,2
B-B 20,eor_arm_2,,,,,,,,,,,,,,,,,,,09:50,59,269,,7,41,100,5,6,4,8,26,159,6,35,48,323,149,0,14,291,176,7,1,72,66,,,,2,2,2,2,2
B-B 20,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,10:50,70,241,,7,32,91,20,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 20,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,11:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 20,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 20,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 20,1h_arm_2,,,,,,,,,,,,,,,,,,,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 20,24h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 20,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 21,baseline_arm_2,1.75,2023-09-29,55.125,55.125,0,,,,,,,,,,,,,,06:48,73,294,,7,36,77,1,3,5,11,34,262,8,21,44,175,234,0,12,204,130,9,2,37,60,2,2,,2,2,2,2,2
B-B 21,eos_arm_2,,,,,,,,,,,,,,,,,,,09:45,40,173,,7,34,96,10,4,3,7,22,206,2,111,69,179,281,1,15,351,140,9,1,73,67,,,,2,2,2,2,2
B-B 21,eor_arm_2,,,,,,,,,,,,,,,,,,,09:55,59,249,,7,36,105,9,5,4,9,28,179,4,67,66,157,258,1,13,296,135,11,1,67,69,,,,2,2,2,2,2
B-B 21,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,10:55,51,270,,7,37,95,3,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 21,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,11:55,71,293,,7,32,92,2,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 21,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:55,68,234,,7,33,90,2,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 21,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:05,69,192,,7,36,90,3,5,4,9,34,223,6,86,91,199,306,0,16,166,181,9,,,,,,,2,2,2,2,2
B-B 21,1h_arm_2,,,,,,,,,,,,,,,,,,,14:05,68,249,,7,36,83,1,4,4,9,22,190,6,79,96,200,283,0,15,131,135,,2,56,65,,,,2,2,2,2,2
B-B 21,24h_arm_2,,,,,,,,,,,,,,,,,,,09:55,62,293,,7,37,81,1,6,4,9,28,275,7,20,93,213,59,0,10,149,315,16,1,67,77,,,,2,2,2,2,2
B-B 21,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 22,baseline_arm_2,1.83,2023-10-18,57.62,57.62,0,,,,,,,,,,,,,,06:40,75,243,,7,37,84,1,3,6,12,38,261,8,22,48,314,115,0,12,175,152,4,0,75,68,2,2,,2,2,2,2,2
B-B 22,eos_arm_2,,,,,,,,,,,,,,,,,,,09:36,52,290,,7,36,71,17,7,3,8,23,212,2,45,52,287,177,1,17,383,133,7,2,63,67,,,,2,2,2,2,2
B-B 22,eor_arm_2,,,,,,,,,,,,,,,,,,,09:46,70,233,,7,35,111,16,6,4,10,30,193,4,42,55,315,148,1,16,382,159,8,1,64,70,,,,2,2,2,2,2
B-B 22,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,10:46,54,254,,7,38,99,7,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 22,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,11:46,65,271,,7,29,111,3,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 22,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:46,62,280,,7,26,93,1,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 22,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:56,59,288,,7,33,89,3,5,4,9,28,178,5,68,66,299,243,0,16,143,237,,,,,,,,2,2,2,2,0
B-B 22,1h_arm_2,,,,,,,,,,,,,,,,,,,13:56,70,246,,7,37,68,2,5,4,7,26,151,5,87,76,308,281,0,18,139,236,8,2,57,73,,,,2,2,2,2,2
B-B 22,24h_arm_2,,,,,,,,,,,,,,,,,,,10:46,62,245,,7,49,24,5,8,5,10,32,253,2,83,121,477,73,0,10,158,324,6,1,70,76,,,,2,2,2,2,2
B-B 22,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 23,baseline_arm_2,1.88,2023-10-18,58.95,58.95,0,,,,,,,,,,,,,,06:00,96,235,,7,38,77,1,4,7,13,42,236,9,13,60,207,120,0,10,182,75,8,0,43,64,2,2,,2,2,2,2,2
B-B 23,eos_arm_2,,,,,,,,,,,,,,,,,,,09:27,58,288,,7,29,103,10,4,4,8,25,182,6,93,97,150,108,0,19,352,110,15,2,56,66,,,,2,2,2,2,2
B-B 23,eor_arm_2,,,,,,,,,,,,,,,,,,,09:37,61,283,,7,32,108,11,6,5,11,32,163,8,88,100,171,248,0,19,345,115,12,2,58,70,,,,2,2,2,2,2
B-B 23,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,10:37,65,279,,7,37,98,10,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 23,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,11:37,50,291,,7,41,79,4,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 23,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:37,50,295,,7,38,91,4,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 23,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:47,56,291,,7,40,47,3,4,6,13,39,175,6,283,172,181,431,0,22,172,132,,,,,,,,2,2,2,2,0
B-B 23,1h_arm_2,,,,,,,,,,,,,,,,,,,13:47,66,197,,7,37,96,4,4,6,13,39,162,8,362,183,175,728,0,22,146,126,22,5,36,66,,,,2,2,2,2,2
B-B 23,24h_arm_2,,,,,,,,,,,,,,,,,,,09:37,82,289,,7,27,98,2,6,5,11,33,190,3,308,360,199,282,0,19,108,237,23,6,34,80,,,,2,2,2,2,2
B-B 23,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 24,baseline_arm_2,1.84,2023-11-03,59.96,59.96,0,,,,,,,,,,,,,,06:32,77,294,,7,37,91,1,2,5,12,38,250,4,6,32,274,103,0,16,154,73,6,1,69,64,2,2,,2,2,2,2,2
B-B 24,eos_arm_2,,,,,,,,,,,,,,,,,,,09:10,25,212,,7,33,87,14,4,3,7,21,152,2,71,42,257,215,1,19,453,191,12,1,66,63,,,,2,2,2,2,2
B-B 24,eor_arm_2,,,,,,,,,,,,,,,,,,,09:20,59,242,,7,35,91,12,4,4,9,27,132,2,63,45,276,166,1,19,480,166,10,2,39,65,,,,2,2,2,2,2
B-B 24,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,10:20,58,280,,7,27,102,4,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 24,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,11:20,68,281,,7,35,97,3,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 24,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:20,62,292,,7,34,103,2,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 24,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:30,67,293,,7,34,101,2,3,4,11,33,163,2,211,85,352,280,0,17,165,223,,,,,,,,2,2,2,2,0
B-B 24,1h_arm_2,,,,,,,,,,,,,,,,,,,13:30,61,288,,7,35,97,1,3,5,11,34,167,2,225,90,347,142,0,16,149,192,13,2,58,66,,,,2,2,2,2,2
B-B 24,24h_arm_2,,,,,,,,,,,,,,,,,,,09:20,67,277,,7,28,100,0,3,4,10,32,217,3,207,146,339,189,0,17,164,180,18,3,57,74,,,,2,2,2,2,2
B-B 24,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 24,72h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 25,baseline_arm_2,1.7,2023-11-03,53.5,53.5,1,Seizures,,,,,,,,,,,,,06:40,74,270,,7,40,76,1,3,5,11,35,215,5,18,35,269,145,0,13,147,80,10,2,49,56,2,2,,2,2,2,2,2
B-B 25,eos_arm_2,,,,,,,,,,,,,,,,,,,09:30,39,177,,7,26,106,10,4,3,7,21,165,2,103,58,238,141,0,20,540,126,8,1,72,60,,,,2,2,2,2,2
B-B 25,eor_arm_2,,,,,,,,,,,,,,,,,,,09:40,63,281,,7,29,108,9,5,3,8,26,133,2,91,54,233,140,0,19,540,117,9,1,70,63,,,,2,2,2,2,2
B-B 25,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,10:40,78,299,,7,37,106,8,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 25,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,11:40,57,298,,7,31,108,8,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 25,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 25,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 25,1h_arm_2,,,,,,,,,,,,,,,,,,,13:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 25,24h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 25,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 25,72h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 26,baseline_arm_2,1.9,2026-11-17,59.85,59.85,0,,,,,,,,,,,,,,,78,272,,7,39,82,1,3,5,12,38,237,5,11,42,296,124,0,17,84,50,8,1,70,67,2,2,,2,2,2,2,2
B-B 26,eos_arm_2,,,,,,,,,,,,,,,,,,,,32,242,,7,39,84,7,5,3,6,20,230,2,48,54,246,161,0,20,388,131,7,1,73,69,,,,2,2,2,2,2
B-B 26,eor_arm_2,,,,,,,,,,,,,,,,,,,,59,217,,7,38,96,6,6,3,8,24,228,2,41,54,242,124,0,19,379,136,5,1,71,73,,,,2,2,2,2,2
B-B 26,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,,62,252,,7,33,91,3,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 26,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,,60,245,,7,34,84,2,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 26,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,00:45,54,241,,7,30,95,2,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 26,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,10:58,69,279,,7,37,88,2,4,4,9,27,226,4,63,75,301,172,0,16,170,186,,,,,,,,2,2,2,2,0
B-B 26,1h_arm_2,,,,,,,,,,,,,,,,,,,,74,266,,7,38,92,2,4,4,9,26,248,3,59,76,299,144,0,15,170,153,17,2,58,75,,,,2,2,2,2,2
B-B 26,24h_arm_2,,,,,,,,,,,,,,,,,,,,77,286,,7,40,79,1,5,4,9,28,296,5,31,86,280,64,0,13,164,94,9,1,50,74,,,,2,2,2,2,2
B-B 26,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 27,baseline_arm_2,2,2023-12-01,63,63,0,,,,,,,,,,,,,,06:40,77,273,,7,41,67,0,4,6,13,41,319,3,14,30,396,76,0,15,225,66,8,1,69,65,2,2,,2,2,2,2,2
B-B 27,eos_arm_2,,,,,,,,,,,,,,,,,,,09:38,70,175,,7,41,88,10,6,3,8,24,218,2,79,48,234,243,1,17,474,152,10,1,69,69,,,,2,2,2,2,2
B-B 27,eor_arm_2,,,,,,,,,,,,,,,,,,,09:48,70,258,,7,41,96,9,7,4,9,30,223,2,72,51,277,228,1,16,442,152,12,2,38,73,,,,2,2,2,2,2
B-B 27,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,10:48,78,280,,7,40,83,2,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 27,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,11:48,84,280,,7,41,62,1,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 27,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:48,82,284,,7,38,82,0,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 27,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:58,73,282,,7,37,83,0,5,4,9,29,207,2,138,70,283,152,0,17,152,126,,,,,,,,2,2,2,2,0
B-B 27,1h_arm_2,,,,,,,,,,,,,,,,,,,13:58,79,287,,7,37,73,0,0,5,10,32,259,2,158,76,282,239,0,17,133,105,13,2,61,73,,,,2,2,2,2,2
B-B 27,24h_arm_2,,,,,,,,,,,,,,,,,,,09:48,70,295,,7,28,78,1,6,5,12,37,232,2,35,80,315,67,0,10,142,88,13,1,72,75,,,,2,2,2,2,2
B-B 27,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 28,baseline_arm_2,2,2023-12-01,63,63,0,,,,,,,,,,,,,,06:46,80,296,,7,34,90,1,3,5,11,36,268,185,31,49,17,149,349,0,2,254,5,0,76,65,2,2,,2,2,2,2,2
B-B 28,eos_arm_2,,,,,,,,,,,,,,,,,,,09:40,48,300,,7,34,93,19,4,3,7,20,159,3,147,93,220,149,0,16,195,70,10,1,67,65,,,,2,2,2,2,2
B-B 28,eor_arm_2,,,,,,,,,,,,,,,,,,,09:50,77,286,,7,37,91,15,6,4,9,29,158,2,128,97,194,254,1,21,388,191,8,1,68,67,,,,2,2,2,2,2
B-B 28,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,10:50,78,289,,7,36,94,6,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 28,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,11:50,84,289,,7,36,88,2,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 28,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:50,87,290,,7,32,93,1,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 28,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:00,86,292,,7,34,93,1,4,5,10,32,173,3,278,156,219,267,1,21,388,191,,,,,,,,2,2,2,2,0
B-B 28,1h_arm_2,,,,,,,,,,,,,,,,,,,14:00,88,300,,7,34,98,4,0,6,12,39,187,2,354,190,220,414,1,21,156,164,21,3,51,71,,,,2,2,2,2,2
B-B 28,24h_arm_2,,,,,,,,,,,,,,,,,,,09:50,65,209,,7,51,29,1,5,4,9,28,218,2,474,349,220,414,1,21,156,164,6,1,69,74,,,,2,2,2,2,2
B-B 28,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 29,baseline_arm_2,1.85,2023-12-09,58.2,58.2,0,,,,,,,,,,,,,,06:45,75,295,,7,37,80,1,3,11,5,10,32,6,14,32,302,89,0,13,149,114,7,1,72,66,2,2,,2,2,2,2,2
B-B 29,eos_arm_2,,,,,,,,,,,,,,,,,,,09:25,43,177,,7,31,93,15,4,6,13,38,370,6,72,60,302,89,0,13,149,114,4,2,70,75,,,,2,2,2,2,2
B-B 29,eor_arm_2,,,,,,,,,,,,,,,,,,,09:35,68,263,,7,32,106,12,6,3,8,24,236,2,34,58,263,178,1,19,402,136,6,1,73,74,,,,2,2,2,2,2
B-B 29,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,10:35,53,284,,7,41,87,9,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 29,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,11:35,64,297,,7,41,95,4,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 29,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:35,64,296,,7,36,103,4,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-B 29,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:45,70,288,,7,39,93,3,5,4,10,31,219,2,185,82,268,151,1,19,392,143,10,1,67,72,,,,2,2,2,2,2
B-B 29,1h_arm_2,,,,,,,,,,,,,,,,,,,13:45,55,299,,7,37,91,3,4,4,10,33,239,2,265,95,283,438,0,22,177,278,10,1,67,72,,,,2,2,2,2,2
B-B 29,24h_arm_2,,,,,,,,,,,,,,,,,,,09:35,68,180,,7,28,95,2,2,5,10,33,239,2,257,166,283,438,0,22,177,278,12,2,59,77,,,,2,2,2,2,2
B-B 29,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-B 30,baseline_arm_2,1.8,2023-12-05,56.7,56.7,1,Died Early,,,,,,,,,,,,,06:46,75,262,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,0,0,0,0
B-B 30,eos_arm_2,,,,,,,,,,,,,,,,,,,09:33,42,188,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 30,eor_arm_2,,,,,,,,,,,,,,,,,,,09:43,75,288,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 30,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,10:43,73,284,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 30,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:43,75,280,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
B-B 30,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
