subject_id,redcap_event_name,rabbit_weight,transfusion_date,bld_volume,transf_vol,exclude,exclusion_reason,damp_ld_info,damp_gtt_info,damp_ld_5min,damp_ld_4_hrs,braintissue_vol_5min,braintissue_vol_4hr,total_damp_5min,total_damp_4hr,m_vol_5min,m_vol_4hr,bld_vol_5min,bld_vol_4hr,time,map,bpm,body_temp,ph,pc02,po2,lac,wbc,rbc,hgb,hct,plt,ggt,ast,alt,amy,ldh,crea,bun,glu,tg,r_min,k_min,angle_deg,ma_mm,fluids_and_drugs_data_acredit_complete,baseline_data_complete,baseline_data_c_dbb1_complete,clinical_vitals_complete,abg_complete,cbc_complete,cmp_complete,coagteg_complete
B-LR 12,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,11:12,47,,,7,54,22,14,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 12,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:12,64,283,,7,38,31,15,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 12,fourth_bleed_arm_2,,,,,,,,,,,,,,,,,,,01:12,57,293,,7,37,31,12,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 12,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,01:25,63,205,,7,37,33,8,4,3,7,22,295,11,318,92,187,704,0,22,227,188,,,,,,,,2,2,2,2,0
B-LR 12,24h_arm_2,,,,,,,,,,,,,,,,,,,09:12,71,199,,7,47,26,9,7,3,7,22,363,8,569,305,289,913,0,16,150,528,,,,,,,,2,2,2,2,0
B-LR 12,48h_arm_2,,,,,,,,,,,,,,,,,,,09:12,64,298,,7,48,27,8,1,0,1,3,97,9,365,334,416,600,0,17,142,,,,,,,,,2,2,2,2,0
B-LR 12,72h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 12,predeath_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 13,baseline_arm_2,2.1,2023-04-07,58.8,58.8,0,,,,,,,,,,,,,,07:33,87,269,,7,36,90,3,7,5,11,34,292,6,51,54,241,327,0,14,151,273,6,1,71,67,2,2,,2,2,2,2,2
B-LR 13,eos_arm_2,,,,,,,,,,,,,,,,,,,10:47,34,210,,7,40,104,12,5,3,6,19,217,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 13,eor_arm_2,,,,,,,,,,,,,,,,,,,10:57,43,206,,7,43,102,13,5,2,5,15,173,5,63,37,160,208,0,17,255,241,5,2,66,62,,,,2,2,2,2,2
B-LR 13,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,11:57,50,253,,7,40,102,6,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 13,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:57,64,277,,7,37,106,5,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 13,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:57,54,274,,7,32,168,7,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 13,fourth_bleed_arm_2,,,,,,,,,,,,,,,,,,,14:57,61,294,,7,30,146,10,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 13,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,03:07,57,296,,7,34,104,10,4,2,4,12,171,6,80,43,215,101,0,15,155,482,11,1,67,63,,,,2,2,2,2,2
B-LR 13,24h_arm_2,,,,,,,,,,,,,,,,,,,10:57,51,298,,7,29,95,4,4,1,4,11,192,8,431,180,272,915,0,25,166,609,7,2,66,72,,,,2,2,2,2,2
B-LR 13,48h_arm_2,,,,,,,,,,,,,,,,,,,10:57,55,286,,7,30,96,5,5,1,4,11,268,8,473,320,404,525,0,62,224,609,16,,,,,,,2,2,2,2,2
B-LR 13,72h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 13,predeath_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 14,baseline_arm_2,1.61,2023-04-12,44.8,44.8,0,,,,,,,,,,,,,,,79,291,,7,17,222,1,8,5,12,38,234,13,21,44,258,46,0,11,146,113,8,2,59,65,2,2,,2,2,2,2,2
B-LR 14,eos_arm_2,,,,,,,,,,,,,,,,,,,,45,236,,,,,5,,4,9,27,199,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 14,eor_arm_2,,,,,,,,,,,,,,,,,,,,65,260,,,,,9,5,3,7,22,177,8,22,28,209,52,0,15,265,114,6,1,68,55,,,,2,2,2,2,2
B-LR 14,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,,56,272,,,,,7,7,,,,,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 14,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,,47,237,,7,38,105,7,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 14,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,,81,,,7,37,101,7,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 14,fourth_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:23,93,284,,7,33,106,4,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 14,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,,89,253,,7,33,98,4,,3,7,23,210,8,126,62,245,441,0,25,268,227,7,2,63,66,,,,2,2,2,2,2
B-LR 14,24h_arm_2,,,,,,,,,,,,,,,,,,,,75,175,,7,33,90,1,8,3,6,20,222,8,555,223,328,388,0,21,176,505,6,1,76,75,,,,2,2,2,2,2
B-LR 14,48h_arm_2,,,,,,,,,,,,,,,,,,,,93,271,,7,32,92,1,5,3,6,19,377,6,6,261,473,269,0,18,132,377,5,1,75,,,,,2,2,2,2,2
B-LR 14,72h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 14,predeath_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 15,baseline_arm_2,1.58,2023-05-05,44.24,44.24,1,low EOS LAC,,,,,,,,,,,,,,81,219,,7,41,71,2,,6,12,39,245,2,29,33,220,259,0,12,187,79,10,,,,2,2,,2,2,2,2,2
B-LR 15,eos_arm_2,,,,,,,,,,,,,,,,,,,,45,208,,7,48,93,4,7,,,,,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 15,eor_arm_2,,,,,,,,,,,,,,,,,,,,69,216,,7,53,89,11,8,3,6,20,196,5,62,41,203,227,0,20,240,108,7,,,,,,,2,2,2,2,2
B-LR 15,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,,45,219,,7,39,95,2,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 15,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,,89,270,,7,40,84,4,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 15,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,,72,212,,7,36,92,3,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 15,fourth_bleed_arm_2,,,,,,,,,,,,,,,,,,,,83,290,,7,34,99,5,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 15,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:30,77,173,,,,,6,4,2,4,13,162,4,101,58,237,295,1,25,223,164,6,,,,,,,2,2,2,2,2
B-LR 15,24h_arm_2,,,,,,,,,,,,,,,,,,,09:20,79,181,,7,30,90,1,5,2,4,13,277,7,650,405,320,945,0,30,181,609,11,,,,,,,2,2,2,2,2
B-LR 15,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 15,72h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 15,predeath_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 16,baseline_arm_2,1.54,2023-05-05,43.12,43.12,0,,,,,,,,,,,,,,08:10,86,257,,7,37,83,1,,5,12,36,250,13,28,34,192,280,0,9,284,83,11,,,,2,2,,2,2,2,2,2
B-LR 16,eos_arm_2,,,,,,,,,,,,,,,,,,,10:26,36,282,,7,36,220,7,5,3,8,24,250,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 16,eor_arm_2,,,,,,,,,,,,,,,,,,,10:30,40,259,,7,27,199,8,4,2,6,17,297,5,57,38,148,167,0,18,313,83,9,,,,,,,2,2,2,2,2
B-LR 16,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,11:30,,179,,7,39,107,5,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 16,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:30,,277,,7,34,106,5,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 16,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,,,265,,7,36,118,9,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 16,fourth_bleed_arm_2,,,,,,,,,,,,,,,,,,,14:36,,212,,7,33,111,8,,2,4,12,187,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 16,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,14:46,73,192,,7,31,126,8,4,1,4,11,376,8,90,57,221,167,0,23,234,225,,,,,,,,2,2,2,2,0
B-LR 16,24h_arm_2,,,,,,,,,,,,,,,,,,,10:30,64,265,,7,30,106,4,7,,,,,9,343,207,279,532,0,22,161,609,9,3,50,65,,,,2,2,2,2,2
B-LR 16,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 16,72h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 16,predeath_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 17,baseline_arm_2,1.67,2023-05-09,52.2,52.2,0,,,,,,,,,,,,,,,,258,,7,35,83,1,4,5,11,35,298,10,19,42,202,129,0,12,170,117,8,1,69,55,2,2,,2,2,2,2,2
B-LR 17,eos_arm_2,,,,,,,,,,,,,,,,,,,,69,178,,7,33,98,5,7,3,7,22,106,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 17,eor_arm_2,,,,,,,,,,,,,,,,,,,,79,291,,7,33,72,8,6,6,6,18,159,5,97,61,208,264,0,16,193,217,7,1,67,60,,,,2,2,2,2,2
B-LR 17,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,,84,176,,7,33,80,7,5,,,,,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 17,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,,65,210,,,,,6,5,,,,,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 17,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,,72,298,,7,32,71,3,4,,,,,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 17,fourth_bleed_arm_2,,,,,,,,,,,,,,,,,,,12:50,57,300,,,,,2,4,,,,,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 17,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:00,50,169,,7,33,70,2,4,6,6,18,148,7,168,107,260,347,0,16,161,381,7,2,66,62,,,,2,2,2,2,2
B-LR 17,24h_arm_2,,,,,,,,,,,,,,,,,,,08:50,71,168,,7,30,82,3,1,6,6,18,275,6,358,309,211,950,0,14,150,609,6,2,61,75,,,,2,2,2,2,2
B-LR 17,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 17,72h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 17,predeath_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 18,baseline_arm_2,1.77,2023-05-09,49.2,49.2,1,low EOS lac,,,,,,,,,,,,,,85,266,,7,36,85,1,4,4,12,36,288,9,15,32,198,82,0,13,249,126,7,1,69,57,2,2,,2,2,2,2,2
B-LR 18,eos_arm_2,,,,,,,,,,,,,,,,,,,,46,256,,7,45,77,2,5,,,,158,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 18,eor_arm_2,,,,,,,,,,,,,,,,,,,,40,262,,7,49,67,4,5,3,7,23,,4,38,35,166,137,0,9,173,170,8,7,66,60,,,,2,2,2,2,2
B-LR 18,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,,55,243,,7,41,88,2,2,,,,,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 18,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,,55,175,,7,45,29,8,2,,,,,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 18,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,,52,175,,7,39,30,7,0,,,,,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 18,fourth_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:38,50,179,,7,13,146,4,3,2,5,15,70,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 18,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:48,46,179,,,,,4,4,3,3,11,95,6,94,74,204,371,0,20,221,158,8,1,71,68,,,,2,2,2,2,2
B-LR 18,24h_arm_2,,,,,,,,,,,,,,,,,,,21:38,68,174,,7,37,29,2,1,4,4,12,195,4,452,258,399,660,0,15,119,609,8,2,65,75,,,,2,2,2,2,2
B-LR 18,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 18,72h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 18,predeath_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 19,baseline_arm_2,1.75,2023-05-09,48.8,48.8,1,low EOS lac,,,,,,,,,,,,,,82,236,,7,39,72,1,4,5,12,37,224,12,23,37,262,120,0,9,208,94,11,,,,2,2,,2,2,2,2,2
B-LR 19,eos_arm_2,,,,,,,,,,,,,,,,,,,,59,200,,7,46,71,1,7,6,14,43,118,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 19,eor_arm_2,,,,,,,,,,,,,,,,,,,,58,270,,7,44,67,1,7,4,9,27,146,6,39,41,200,207,0,12,155,5,10,12,69,56,,,,2,2,2,2,2
B-LR 19,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,,70,265,,7,39,71,1,6,,,,,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 19,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,,74,265,,7,35,80,0,7,,,,,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 19,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:10,65,281,,7,34,79,0,6,,,,,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 19,fourth_bleed_arm_2,,,,,,,,,,,,,,,,,,,14:10,64,273,,,,,,7,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0
B-LR 19,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,14:20,64,268,,,,,,,4,9,27,162,8,82,66,279,345,0,16,158,86,6,6,67,58,,,,2,0,2,2,2
B-LR 19,24h_arm_2,,,,,,,,,,,,,,,,,,,22:10,59,271,,7,13,201,2,2,4,8,29,153,7,22,77,481,77,0,10,141,220,10,17,44,,,,,2,2,2,2,2
B-LR 19,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 19,72h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 19,predeath_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 20,baseline_arm_2,1.72,2023-05-10,16,16,0,,,,,,,,,,,,,,,68,245,,7,37,84,3,6,5,12,38,342,11,20,57,247,129,0,11,290,95,5,1,70,51,2,2,,2,2,2,2,2
B-LR 20,eos_arm_2,,,,,,,,,,,,,,,,,,,,34,241,,7,40,90,9,1,4,8,26,135,,,,,,,,,,,,,,,,,2,2,2,0,0
B-LR 20,eor_arm_2,,,,,,,,,,,,,,,,,,,,38,242,,7,39,54,10,1,3,7,20,125,4,42,61,150,109,0,17,187,228,9,,,,,,,2,2,2,2,2
B-LR 20,first_bleed_arm_2,,,,,,,,,,,,,,,,,,,,37,277,,7,39,65,9,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 20,second_bleed_arm_2,,,,,,,,,,,,,,,,,,,,51,288,,7,39,79,7,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 20,third_bleed_arm_2,,,,,,,,,,,,,,,,,,,,55,293,,7,37,86,7,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 20,fourth_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:10,54,253,,7,37,66,4,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0
B-LR 20,end_of_bleed_arm_2,,,,,,,,,,,,,,,,,,,13:20,57,292,,7,46,24,5,1,3,7,21,180,7,107,11,220,328,0,23,166,337,7,2,63,65,,,,2,2,2,2,2
B-LR 20,24h_arm_2,,,,,,,,,,,,,,,,,,,09:10,37,275,,7,45,27,1,1,,,,,7,65,152,339,177,0,20,132,609,7,2,68,75,,,,2,2,2,2,2
B-LR 20,48h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 20,72h_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
B-LR 20,predeath_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
C-TST 01,baseline_arm_3,1.79,2026-07-22,63.22,63.22,1,Reason,0.5,2,1.06,4.81,1.06,4.81,0.48,3.26,,,,,10:58,54,230,35,8,35,80,9,9,5,9,34,348,1,55,98,304,236,1,29,122,78,4,2,66,63,2,2,2,2,2,2,2,2
C-TST 01,eos_arm_3,,,,,,,,,,,,,,,,,,,22:13,75,194,42,5,34,88,3,3,9,3,32,161,2,62,145,272,194,1,16,391,93,3,1,68,66,,,,2,2,2,2,2
C-TST 01,eor_arm_3,,,,,,,,,,,,,,,,,,,18:04,90,194,41,13,34,84,5,4,9,9,29,301,4,63,234,196,189,1,19,399,53,5,2,68,67,,,,2,2,2,2,2
C-TST 01,eod_arm_3,,,,,,,,,,,,,,,,,,,18:16,64,180,35,9,31,80,8,6,9,3,21,286,3,107,249,300,226,1,11,357,88,7,1,76,66,,,,2,2,2,2,2
C-TST 01,1h_post_damp_arm_3,,,,,,,,,,,,,,,,,,,01:37,77,234,35,3,35,82,0,7,9,2,31,186,3,156,88,301,136,1,27,263,111,5,1,74,56,,,,2,2,2,2,2
C-TST 01,3h_post_damp_arm_3,,,,,,,,,,,,,,,,,,,01:54,50,203,37,9,30,86,7,2,3,8,32,352,2,86,51,247,99,1,19,368,146,7,2,63,63,,,,2,2,2,2,2
C-TST 01,6h_post_damp_arm_3,,,,,,,,,,,,,,,,,,,20:52,70,217,37,13,31,86,8,5,5,6,27,359,2,107,249,288,189,1,24,287,81,5,2,73,57,,,,2,2,2,2,2
C-TST 01,24h_post_damp_arm_3,,,,,,,,,,,,,,,,,,,01:32,63,237,38,3,33,88,8,7,9,5,29,201,1,131,248,297,119,1,23,415,140,2,1,61,58,,,,2,2,2,2,2
C-TST 01,48h_post_damp_arm_3,,,,,,,,,,,,,,,,,,,23:42,71,225,43,12,33,82,7,1,7,2,15,346,3,92,236,168,122,2,25,455,53,2,2,69,66,,,,2,2,2,2,2
C-TST 01,72h_post_damp_arm_3,,,,,,,,,,,,,,,,,,,17:55,65,211,43,13,34,81,8,5,4,9,38,242,1,85,151,225,141,1,10,163,57,2,1,71,57,,,,2,2,2,2,2
C-TST 06,baseline_arm_3,1.47,2026-08-21,62.18,62.18,0,,0.5,2,1.13,3.52,1.13,3.52,0.93,3.03,1.13,3.52,0.83,0.49,23:04,63,194,40,5,36,86,6,8,8,8,16,152,1,97,193,206,155,1,27,564,91,3,1,71,63,2,2,2,2,2,2,2,2
C-TST 06,eos_arm_3,,,,,,,,,,,,,,,,,,,21:50,58,186,37,3,34,88,1,7,9,3,37,150,2,95,133,314,105,1,24,500,149,6,2,71,54,,,,2,2,2,2,2
C-TST 06,eor_arm_3,,,,,,,,,,,,,,,,,,,11:24,63,195,39,13,31,90,0,6,6,9,16,152,3,93,152,159,98,1,18,293,137,3,1,60,60,,,,2,2,2,2,2
C-TST 06,eod_arm_3,,,,,,,,,,,,,,,,,,,00:08,58,211,44,2,32,83,7,7,4,3,33,155,4,76,156,310,152,1,25,367,138,5,1,55,56,,,,2,2,2,2,2
C-TST 06,1h_post_damp_arm_3,,,,,,,,,,,,,,,,,,,13:36,53,182,39,9,35,85,7,3,3,2,21,330,4,99,164,200,227,1,21,485,143,2,1,63,61,,,,2,2,2,2,2
C-TST 06,3h_post_damp_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
C-TST 06,6h_post_damp_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
C-TST 06,24h_post_damp_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
C-TST 06,48h_post_damp_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
C-TST 06,72h_post_damp_arm_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
